"ID","Name","Class","Type","Power","Power %","Attraction %","Luck","Effect","Requirement","Tradable","Givable","Limited","Link"
"1852","Defeat Balack the Banished","Adventure","","","","","","","","No","No","No","link"
"1853","Repair the Windmill","Adventure","","","","","","","","No","No","No","link"
"1854","Defeat the Tribe Chieftains","Adventure","","","","","","","","No","No","No","link"
"1855","Explore the Fungal Cavern","Adventure","","","","","","","","No","No","No","link"
"1856","Survey the Calm Clearing","Adventure","","","","","","","","No","No","No","link"
"1857","Slay the Dragon Mouse","Adventure","","","","","","","","No","No","No","link"
"1858","Find a Way Out of the Laboratory","Adventure","","","","","","","","No","No","No","link"
"1859","Capture the Eclipse Mouse","Adventure","","","","","","","","No","No","No","link"
"1860","Climb Up the Great Gnarled Tree","Adventure","","","","","","","","No","No","No","link"
"1861","Discover the Harbour's Secrets","Adventure","","","","","","","","No","No","No","link"
"1862","Hunt for Icewing","Adventure","","","","","","","","No","No","No","link"
"1863","Defeat the Dreaded Horde","Adventure","","","","","","","","No","No","No","link"
"1864","Capture the Mystic and Technic Kings","Adventure","","","","","","","","No","No","No","link"
"1865","Capture Zurreal the Eternal","Adventure","","","","","","","","No","No","No","link"
"1866","Defeat Twisted Carmine","Adventure","","","","","","","","No","No","No","link"
"1867","Slay Mousevina von Vermin","Adventure","","","","","","","","No","No","No","link"
"1868","Capture the Master of the Dojo","Adventure","","","","","","","","No","No","No","link"
"1869","Find the Hidden Mountain Pass","Adventure","","","","","","","","No","No","No","link"
"1870","Capture the Monstrous Black Widow","Adventure","","","","","","","","No","No","No","link"
"1871","Capture the Goliath Field Mouse","Adventure","","","","","","","","No","No","No","link"
"1872","Defeat the Menace of the Rift","Adventure","","","","","","","","No","No","No","link"
"1873","Explore the Sunken City","Adventure","","","","","","","","No","No","No","link"
"1874","Push Back The Marching Flame","Adventure","","","","","","","","No","No","No","link"
"1875","Explore Digby to Unearth the Mousoleum","Adventure","","","","","","","","No","No","No","link"
"1876","Track Claw Shot City's Most Wanted","Adventure","","","","","","","","No","No","No","link"
"1877","Ride the Gnawnian Express","Adventure","","","","","","","","No","No","No","link"
"1878","Rebuild the Muridae Market","Adventure","","","","","","","","No","No","No","link"
"1879","Secure the Town of Gnawnia","Adventure","","","","","","","","No","No","No","link"
"1880","Navigate the Rodentia Ocean","Adventure","","","","","","","","No","No","No","link"
"1881","Craft the S.S. Huntington IV","Adventure","","","","","","","","No","No","No","link"
"1882","Obtain a Rift Detector","Adventure","","","","","","","","No","No","No","link"
"1883","Glowing Gruyere Gift Basket","Special","","","","","","","","Yes","Yes","No","link"
"1884","Labyrinth Exploration Kit","Special","","","","","","","","Yes","Yes","No","link"
"1885","Shuffler's Kit","Special","","","","","","","","Yes","Yes","No","link"
"1886","Lantern Oil","Special","","","","","","","","No","No","No","link"
"1887","Shuffler's Cube","Special","","","","","","","","No","No","No","link"
"1888","2-Pack of Lantern Oil","Special","","","","","","","","No","No","No","link"
"1889","Unstable Crystal","Special","","","","","","","","No","No","No","link"
"1890","Scholar Scroll","Crafting","","","","","","","","No","No","No","link"
"1891","Endless Labyrinth Blueprints","Crafting","","","","","","","","No","No","No","link"
"1892","Endless Labyrinth Trap Parts","Crafting","","","","","","","","No","No","No","link"
"1893","Enigmatic Core","Crafting","","","","","","","","Yes","Yes","No","link"
"1894","Event Horizon Trap Blueprints","Crafting","","","","","","","","No","No","No","link"
"1895","Infused Plate","Crafting","","","","","","","","No","No","No","link"
"1896","Labyrinth Theme Scrap I","Crafting","","","","","","","","No","No","No","link"
"1897","Labyrinth Theme Scrap II","Crafting","","","","","","","","No","No","No","link"
"1898","Labyrinth Theme Scrap III","Crafting","","","","","","","","No","No","No","link"
"1899","Labyrinth Theme Scrap IV","Crafting","","","","","","","","No","No","No","link"
"1900","Labyrinth Theme Scrap V","Crafting","","","","","","","","No","No","No","link"
"1901","Labyrinth Theme Scrap VI","Crafting","","","","","","","","No","No","No","link"
"1902","Minotaur Base Blueprints","Crafting","","","","","","","","No","No","No","link"
"1903","Really, Really Shiny Precious Gold","Crafting","","","","","","","","Yes","Yes","No","link"
"1904","Plate of Fealty","Crafting","","","","","","","","No","No","No","link"
"1905","Powercore Hammer","Crafting","","","","","","","","No","No","No","link"
"1906","Sacred Script","Crafting","","","","","","","","No","No","No","link"
"1907","Tech Power Core","Crafting","","","","","","","","No","No","No","link"
"1908","Temporal Shadow Plate","Crafting","","","","","","","","Yes","Yes","No","link"
"1909","Temporal Turbine Trap Blueprints","Crafting","","","","","","","","No","No","No","link"
"1910","Labyrinth Journal Theme","Collectible","","","","","","","","No","No","No","link"
"1911","Minotaur Key","Special","","","","","","","","No","No","No","link"
"1912","Labyrinth Lantern","Special","","","","","","","","No","No","No","link"
"1913","Compass Magnet","Special","","","","","","","","No","No","No","link"
"1914","Labyrinth Base","Base","","100","12%","","10","Very Stale","Duke","No","No","No","link"
"1915","Minotaur Base","Base","","1,000","20%","10%","15","Fresh","Duke","No","No","No","link"
"1916","Endless Labyrinth Trap","Weapon","Forgotten","10,000","15%","5%","9","Very Stale","Duke","No","No","No","link"
"1917","Event Horizon Trap","Weapon","Arcane","6,000","12%","10%","25","","Duke","No","No","No","link"
"1918","Infinite Labyrinth Trap","Weapon","Forgotten","11,011","15%","5%","11","Stale","Duke","No","No","No","link"
"1919","Temporal Turbine","Weapon","Shadow","5,000","20%","","25","Stale","Duke","No","No","No","link"
"1920","Ultimate Lucky Power Charm","Charm","","2,400","20%","","20","","","No","No","No","link"
"1921","Track Down the Retired Minotaur","Adventure","","","","","","","","No","No","No","link"
"1922","Labyrinth Scroll Case","Special","","","","","","","","No","No","No","link"
"1923","Labyrinth Treasure Chest","Special","","","","","","","","No","No","No","link"
"1924","Labyrinth Treasure Hunting Kit","Special","","","","","","","","Yes","Yes","No","link"
"1925","Rare Labyrinth Treasure Chest","Special","","","","","","","","No","No","No","link"
"1926","2015 Halloween Skin Pack","Special","","","","","","","","Yes","Yes","No","link"
"1927","Spooky Shuffle Bonanza Box","Special","","","","","","","","Yes","Yes","No","link"
"1928","Sealed Terrifying Halloween Scroll Case","Special","","","","","","","","No","No","No","link"
"1929","Sealed Halloween Scroll Case","Special","","","","","","","","No","No","No","link"
"1930","Halloween Treasure Chest","Special","","","","","","","","No","No","No","link"
"1931","2015 Pumpkin Treat Basket","Special","","","","","","","","Yes","Yes","No","link"
"1932","Rare Halloween Treasure Chest","Special","","","","","","","","No","No","No","link"
"1933","Rare Rift Halloween Treasure Chest","Special","","","","","","","","No","No","No","link"
"1934","Rift Halloween Treasure Chest","Special","","","","","","","","No","No","No","link"
"1935","Rift Halloween Theme Scrap I","Crafting","","","","","","","","No","No","No","link"
"1936","Rift Halloween Theme Scrap II","Crafting","","","","","","","","No","No","No","link"
"1937","Rift Halloween Theme Scrap III","Crafting","","","","","","","","No","No","No","link"
"1938","Rift Halloween Journal Theme","Collectible","","","","","","","","No","No","No","link"
"1939","Candy Crusher Trap","Weapon","Shadow","2,000","3%","15%","15","","Lord","No","No","Yes","link"
"1940","Glowing Gourd Charm","Charm","","","","","","","","No","No","No","link"
"1941","Shadow Charm","Charm","","","","","","","","No","No","No","link"
"1942","Cocoa Crusher Trap Skin","Skin","","","","","","No Effect","","No","No","Yes","link"
"1943","Spooky Endless Labyrinth Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"1944","Capture the Bonbon Gummy Globlin","Adventure","","","","","","","","No","No","No","link"
"1945","Pollutinum Wealth Chest","Special","","","","","","","","Yes","Yes","No","link"
"1946","Rare Arduous Toxic Spill Treasure Chest","Special","","","","","","","","No","No","No","link"
"1947","Rare Easy Toxic Spill Treasure Chest","Special","","","","","","","","No","No","No","link"
"1948","Rare Elaborate Toxic Spill Treasure Chest","Special","","","","","","","","No","No","No","link"
"1949","Rare Elite Toxic Spill Treasure Chest","Special","","","","","","","","No","No","No","link"
"1950","Rare Hard Toxic Spill Treasure Chest","Special","","","","","","","","No","No","No","link"
"1951","Rare Medium Toxic Spill Treasure Chest","Special","","","","","","","","No","No","No","link"
"1952","Super Sudsy Cleanup Kit","Special","","","","","","","","Yes","Yes","No","link"
"1953","Arduous Toxic Spill Treasure Chest","Special","","","","","","","","No","No","No","link"
"1954","Easy Toxic Spill Treasure Chest","Special","","","","","","","","No","No","No","link"
"1955","Elaborate Toxic Spill Treasure Chest","Special","","","","","","","","No","No","No","link"
"1956","Elite Toxic Spill Treasure Chest","Special","","","","","","","","No","No","No","link"
"1957","Hard Toxic Spill Treasure Chest","Special","","","","","","","","No","No","No","link"
"1958","Medium Toxic Spill Treasure Chest","Special","","","","","","","","No","No","No","link"
"1959","Toxic Scroll Case","Special","","","","","","","","No","No","No","link"
"1960","Noxious School of Sharks Skin Pattern","Crafting","","","","","","","","No","No","No","link"
"1961","Polluted Base Parts","Crafting","","","","","","","","No","No","No","link"
"1962","Refined Pollutinum Base Blueprints","Crafting","","","","","","","","No","No","No","link"
"1963","Scum Scrubber Parts","Crafting","","","","","","","","No","No","No","link"
"1964","Refined Pollutinum Base","Base","","500","12%","5%","10","","Hero","No","No","No","link"
"1965","S.U.P.E.R. Scum Scrubber","Weapon","Hydro","4,000","15%","15%","15","Stale","Hero","No","No","No","link"
"1966","Empowered Brie","Bait","","","","","","","","Yes","Yes","No","link"
"1967","Empowered SUPER|brie+","Bait","","","","","","","","Yes","Yes","No","link"
"1968","Hydro Charm","Charm","","","","","","","","No","No","No","link"
"1969","Noxious School of Sharks Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"1970","Giant Rainbow Treasure Chest","Special","","","","","","","","No","No","No","link"
"1971","Jumbo Regal Gift Basket","Special","","","","","","","","Yes","Yes","No","link"
"1972","Large Rainbow Treasure Chest","Special","","","","","","","","No","No","No","link"
"1973","Mystery Satchel of Gold","Special","","","","","","","","No","No","No","link"
"1974","Rainbow Scroll Case","Special","","","","","","","","No","No","No","link"
"1975","Rare Giant Rainbow Treasure Chest","Special","","","","","","","","No","No","No","link"
"1976","Rare Large Rainbow Treasure Chest","Special","","","","","","","","No","No","No","link"
"1977","Rare Small Rainbow Treasure Chest","Special","","","","","","","","No","No","No","link"
"1978","Small Rainbow Treasure Chest","Special","","","","","","","","No","No","No","link"
"1979","King's Calibrator","Message","","","","","","","","No","No","No","link"
"1980","King's Prize Key","Special","","","","","","","","No","No","No","link"
"1981","Gouda String Cheese","Bait","","","","","","","","No","No","No","link"
"1982","Super Regal Charm","Charm","","1,500","","50%","7","","","Yes","Yes","No","link"
"1983","Lavish Infinite Labyrinth Trap Skin","Skin","","","","","","No Effect","","No","No","No","link"
"1984","Manticore Skin","Skin","","","","","","No Effect","","No","No","No","link"
"1985","Regal Temporal Turbine Skin","Skin","","","","","","No Effect","","No","No","No","link"
"1986","Asiago Gift Basket","Special","","","","","","","","Yes","Yes","No","link"
"1987","Festive Skin Pack 2015","Special","","","","","","","","No","No","No","link"
"1988","2015 Naughty Treasure Chest","Special","","","","","","","","No","No","No","link"
"1989","2015 Nice Treasure Chest","Special","","","","","","","","No","No","No","link"
"1990","Orange Winter Hunt Gift Box","Special","","","","","","","","No","No","No","link"
"1991","2015 Rare Naughty Treasure Chest","Special","","","","","","","","No","No","No","link"
"1992","2015 Rare Nice Treasure Chest","Special","","","","","","","","No","No","No","link"
"1993","Tobogganer's Big Box","Special","","","","","","","","Yes","Yes","No","link"
"1994","Ultimate Festive Kit","Special","","","","","","","","Yes","Yes","No","link"
"1995","2015 Toboggan Championship Trophy","Collectible","","","","","","","","No","No","Yes","link"
"1996","Sleigh Nitro","Special","","","","","","","","No","No","No","link"
"1997","Toboggan Plank","Special","","","","","","","","No","No","No","link"
"1998","Toboggan Steel","Special","","","","","","","","No","No","No","link"
"1999","Toboggan Twine","Special","","","","","","","","No","No","No","link"
"2000","Toboggan Wax","Special","","","","","","","","No","No","No","link"
"2001","School of Secret Santa Sharks Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2002","Infinite Winter Wreath Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2003","Win the Tobogganing Competition","Adventure","","","","","","","","No","No","No","link"
"2004","Extreme Toboggan Journal Theme","Collectible","","","","","","","","No","No","No","link"
"2005","2016 Party Pack","Special","","","","","","","","Yes","Yes","Yes","link"
"2006","New Year's Victory","Special","","","","","","","","No","No","No","link"
